# Valeur de la RUL -- maintenance insulaire (fenetres de visite + cout fixe)
# horizon=25 ans | N_MC=200 | mult U_log[0.50,2.00] | seed=2026 | VoLL=3.0 | Tvisite=12m | marge=1 | prev=fc+ely
# strategie de conduite FIXE : RB2(SoH) ; politiques : ['instant', 'corrective', 'calendar', 'rul']
# ages calendaires de ref (nominal x 1.00) : {'bat': 3.89, 'fc': 5.52, 'ely': None}
# cout total = uni0 + C_visite*n_interventions + gaspillage ; C_visite en post-proc
# TEST NUL instant==base : OK (ecart 0.000e+00 kEUR)

## Points nominaux (multiplicateurs = 1)
policy;lpsp;deg;uni0;nint;nprev;waste;wbat;wfc;wely;outfc;outely
instant;2.9099;58.024;81.889;10.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
corrective;3.3164;57.119;84.319;8.000;0.000;0.000;0.000;0.000;0.000;16358.000;0.000
calendar;2.9512;57.740;81.944;9.000;4.000;0.499;0.000;0.499;0.000;0.000;0.000
rul;2.9512;57.740;81.944;9.000;4.000;0.499;0.000;0.499;0.000;0.000;0.000

## Tirages (mondes perturbes, 200 complets)
draw;m_fc_a;m_fc_b;m_fc_s;m_ely_a;m_ely_b;m_ely_s;m_bat;instant_lpsp;instant_deg;instant_uni0;instant_nint;instant_nprev;instant_waste;instant_wbat;instant_wfc;instant_wely;instant_outfc;instant_outely;corrective_lpsp;corrective_deg;corrective_uni0;corrective_nint;corrective_nprev;corrective_waste;corrective_wbat;corrective_wfc;corrective_wely;corrective_outfc;corrective_outely;calendar_lpsp;calendar_deg;calendar_uni0;calendar_nint;calendar_nprev;calendar_waste;calendar_wbat;calendar_wfc;calendar_wely;calendar_outfc;calendar_outely;rul_lpsp;rul_deg;rul_uni0;rul_nint;rul_nprev;rul_waste;rul_wbat;rul_wfc;rul_wely;rul_outfc;rul_outely
10;1.0974;0.8908;1.4625;1.8881;1.7133;1.1825;0.6244;3.0115;43.905;68.603;9.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;3.6603;41.779;71.799;7.000;0.000;0.000;0.000;0.000;0.000;29393.000;0.000;3.6603;41.779;71.799;7.000;0.000;0.000;0.000;0.000;0.000;29393.000;0.000;3.0694;43.662;68.836;9.000;6.000;0.592;0.000;0.592;0.000;0.000;0.000
11;1.8585;0.5167;0.7555;0.7388;1.2690;0.9826;0.5687;2.8921;40.134;63.853;8.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;3.4975;38.331;67.015;7.000;0.000;0.000;0.000;0.000;0.000;32490.000;0.000;3.4975;38.331;67.015;7.000;0.000;0.000;0.000;0.000;0.000;32490.000;0.000;2.9138;40.013;63.910;9.000;6.000;0.483;0.000;0.483;0.000;0.000;0.000
12;0.5090;1.1556;0.9883;1.1509;1.0928;1.7182;1.7861;2.9592;96.978;121.247;15.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;3.9251;92.255;124.446;11.000;0.000;0.000;0.000;0.000;0.000;13852.000;2085.000;3.4643;92.710;121.123;12.000;4.000;1.666;0.000;1.666;0.000;0.000;3357.000;3.3793;92.955;120.670;10.000;4.000;0.525;0.000;0.208;0.317;0.000;0.000
13;0.6491;1.8458;1.4901;1.2126;1.2477;1.0659;1.7833;2.9399;94.081;118.192;15.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;4.8454;88.860;128.599;8.000;0.000;0.000;0.000;0.000;0.000;29604.000;0.000;3.3792;90.122;117.836;11.000;4.000;0.166;0.000;0.166;0.000;0.000;0.000;3.3792;90.122;117.836;11.000;4.000;0.166;0.000;0.166;0.000;0.000;0.000
14;0.6909;1.1476;1.5459;0.6027;1.1737;0.8740;1.4460;2.8815;77.875;101.507;14.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;3.0227;76.730;101.520;11.000;0.000;0.000;0.000;0.000;0.000;2610.000;0.000;3.0227;76.730;101.520;11.000;0.000;0.000;0.000;0.000;0.000;2610.000;0.000;3.0292;76.711;101.554;11.000;1.000;0.236;0.000;0.236;0.000;2101.000;0.000
15;0.5492;1.1596;1.6405;1.1947;0.7806;1.2411;0.7990;3.0288;51.163;76.004;10.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;3.4406;48.922;77.139;8.000;0.000;0.000;0.000;0.000;0.000;33307.000;0.000;3.0962;50.856;76.249;4.000;4.000;0.062;0.000;0.062;0.000;0.000;637.000;3.0962;50.856;76.249;4.000;4.000;0.062;0.000;0.062;0.000;0.000;637.000
16;1.2633;0.5974;0.7371;0.5232;0.5617;1.0789;0.6894;2.9355;44.559;68.635;8.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;3.6185;43.437;73.114;4.000;0.000;0.000;0.000;0.000;0.000;15761.000;0.000;2.9998;44.146;68.749;8.000;4.000;0.519;0.000;0.519;0.000;0.000;0.000;2.9998;44.146;68.749;8.000;4.000;0.519;0.000;0.519;0.000;0.000;0.000
17;1.0225;1.2476;1.6963;0.8180;0.7777;0.7724;0.5887;2.8427;39.929;63.243;9.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;3.5522;37.760;66.893;7.000;0.000;0.000;0.000;0.000;0.000;41184.000;0.000;3.5522;37.760;66.893;7.000;0.000;0.000;0.000;0.000;0.000;41184.000;0.000;2.8799;39.797;63.416;9.000;6.000;0.132;0.000;0.132;0.000;0.000;0.000
18;1.2539;1.5576;0.9633;1.0842;1.8881;1.3175;1.4045;3.0201;78.796;103.565;14.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;3.4506;77.625;105.924;10.000;0.000;0.000;0.000;0.000;0.000;8929.000;2675.000;3.2739;78.105;104.956;11.000;1.000;0.007;0.000;0.007;0.000;435.000;2244.000;3.0650;78.227;103.365;12.000;2.000;0.322;0.000;0.007;0.314;435.000;0.000
19;1.7159;0.6744;1.2314;1.3517;1.6071;0.8053;1.2992;2.8901;72.621;96.325;14.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;3.4541;70.757;99.086;9.000;0.000;0.000;0.000;0.000;0.000;12661.000;0.000;3.4541;70.757;99.086;9.000;0.000;0.000;0.000;0.000;0.000;12661.000;0.000;3.1255;70.530;96.163;10.000;8.000;2.083;0.000;2.083;0.000;0.000;0.000
20;1.1557;0.8819;0.5757;0.8157;1.9013;0.6750;0.5853;2.8179;36.520;59.631;6.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;3.5654;35.834;65.076;3.000;0.000;0.000;0.000;0.000;0.000;15898.000;0.000;2.8352;36.276;59.529;7.000;4.000;1.134;0.000;1.134;0.000;0.000;0.000;2.8377;36.358;59.630;7.000;4.000;0.338;0.000;0.338;0.000;0.000;0.000
21;0.8324;0.5751;0.7242;1.7763;0.7779;1.1264;0.6962;2.9427;44.220;68.354;7.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;3.5151;42.622;71.451;6.000;0.000;0.000;0.000;0.000;0.000;22809.000;0.000;3.0214;43.660;68.440;8.000;4.000;1.509;0.000;1.509;0.000;0.000;0.000;3.0351;43.779;68.671;7.000;3.000;0.074;0.000;0.074;0.000;0.000;0.000
22;1.2622;0.5968;1.4945;0.8987;0.6450;1.4305;1.0782;3.0062;66.354;91.009;13.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;3.8028;62.960;94.148;9.000;0.000;0.000;0.000;0.000;0.000;42553.000;0.000;3.8028;62.960;94.148;9.000;0.000;0.000;0.000;0.000;0.000;42553.000;0.000;3.0909;65.724;91.073;7.000;7.000;0.118;0.000;0.066;0.052;0.000;0.000
23;0.9178;0.6980;1.4771;0.8296;0.5308;1.9063;0.5216;2.9164;43.737;67.655;9.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;3.4329;41.637;69.792;8.000;0.000;0.000;0.000;0.000;0.000;13228.000;8317.000;3.3959;41.648;69.498;8.000;1.000;0.159;0.000;0.159;0.000;12983.000;8317.000;3.0077;43.303;67.971;7.000;7.000;1.036;0.000;1.028;0.008;0.000;0.000
24;0.5909;0.9537;0.6670;0.7957;1.0982;1.8865;1.8310;2.9277;99.339;123.350;14.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;4.2276;94.321;128.993;9.000;0.000;0.000;0.000;0.000;0.000;6513.000;5420.000;4.2236;94.393;129.032;11.000;4.000;2.259;0.000;2.259;0.000;0.000;7169.000;3.4292;94.958;123.082;11.000;4.000;0.461;0.000;0.359;0.102;0.000;0.000
25;0.5539;1.6320;0.6310;1.5399;0.7540;1.3525;1.3543;2.9987;74.320;98.913;11.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;3.3776;73.181;100.882;10.000;0.000;0.000;0.000;0.000;0.000;11815.000;7187.000;3.6500;73.390;103.326;11.000;4.000;2.302;0.000;2.302;0.000;0.000;8608.000;3.0637;73.870;98.997;9.000;2.000;0.101;0.000;0.101;0.000;0.000;497.000
26;1.6257;1.9443;0.7325;1.1947;1.3933;0.5584;1.2535;2.8012;67.369;90.343;13.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;3.3711;64.902;92.549;9.000;0.000;0.000;0.000;0.000;0.000;14298.000;0.000;3.3711;64.902;92.549;9.000;0.000;0.000;0.000;0.000;0.000;14298.000;0.000;3.0930;65.211;90.578;6.000;6.000;1.163;0.000;1.163;0.000;0.000;0.000
27;0.7808;0.6254;1.0710;0.9485;1.1128;1.2174;0.9982;3.0069;59.076;83.737;10.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;3.0789;58.415;83.666;8.000;0.000;0.000;0.000;0.000;0.000;8968.000;0.000;3.0346;58.790;83.678;9.000;4.000;0.832;0.000;0.832;0.000;0.000;0.000;3.0473;58.811;83.803;8.000;1.000;0.008;0.000;0.008;0.000;527.000;0.000
28;1.7536;0.6399;0.7462;0.8193;1.4628;1.2347;0.6657;2.9948;45.874;70.436;9.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;3.3549;44.302;71.816;8.000;0.000;0.000;0.000;0.000;0.000;23970.000;0.000;3.3549;44.302;71.816;8.000;0.000;0.000;0.000;0.000;0.000;23970.000;0.000;3.0365;45.636;70.539;8.000;6.000;0.820;0.000;0.820;0.000;0.000;0.000
29;1.4034;1.4571;1.4545;0.5574;0.6710;1.7300;1.6922;2.9646;96.191;120.506;17.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;3.9275;92.231;124.443;12.000;0.000;0.000;0.000;0.000;0.000;7896.000;7508.000;3.9275;92.231;124.443;12.000;0.000;0.000;0.000;0.000;0.000;7896.000;7508.000;3.2596;93.020;119.753;10.000;7.000;2.085;0.000;1.720;0.365;888.000;0.000
30;0.6649;1.0738;0.7196;0.8904;0.5147;0.7389;0.7277;2.8290;42.450;65.652;7.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;3.0029;41.556;66.185;6.000;0.000;0.000;0.000;0.000;0.000;9152.000;0.000;2.9277;41.686;65.697;8.000;4.000;1.866;0.000;1.866;0.000;0.000;0.000;2.9539;41.805;66.031;6.000;1.000;0.002;0.000;0.002;0.000;422.000;0.000
31;1.7879;1.1297;0.6395;0.9045;0.9903;1.2098;1.0460;2.9966;62.602;87.179;11.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;3.3424;61.135;88.547;9.000;0.000;0.000;0.000;0.000;0.000;18472.000;0.000;3.3424;61.135;88.547;9.000;0.000;0.000;0.000;0.000;0.000;18472.000;0.000;3.0772;61.982;87.219;6.000;6.000;1.024;0.000;1.024;0.000;0.000;0.000
32;0.8963;0.7693;1.1096;1.9341;1.0762;1.7100;0.5107;2.8985;41.047;64.819;8.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;3.3172;39.635;66.841;7.000;0.000;0.000;0.000;0.000;0.000;14558.000;1937.000;3.1218;40.414;66.017;8.000;4.000;0.624;0.000;0.624;0.000;0.000;5080.000;2.9672;40.753;65.088;8.000;5.000;0.743;0.000;0.494;0.249;0.000;0.000
33;0.6626;1.6581;1.1011;0.9829;0.8337;0.7529;1.2813;2.8525;68.432;91.827;12.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;3.8272;66.118;97.507;6.000;0.000;0.000;0.000;0.000;0.000;19812.000;0.000;3.1754;65.943;91.986;9.000;4.000;1.007;0.000;1.007;0.000;0.000;0.000;3.1914;66.000;92.174;8.000;4.000;0.222;0.000;0.222;0.000;0.000;0.000
34;0.8302;0.9141;1.4678;1.8562;1.9825;0.9793;0.6056;2.9202;40.875;64.825;8.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;3.0530;40.292;65.331;7.000;0.000;0.000;0.000;0.000;0.000;7606.000;0.000;3.0530;40.292;65.331;7.000;0.000;0.000;0.000;0.000;0.000;7606.000;0.000;2.9576;40.631;64.888;9.000;6.000;1.276;0.000;1.276;0.000;0.000;0.000
35;0.5176;0.9926;0.5558;0.5886;0.6924;1.9779;0.6261;2.9508;45.108;69.310;7.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;3.5329;43.555;72.530;6.000;0.000;0.000;0.000;0.000;0.000;13298.000;7293.000;3.1316;44.459;70.143;8.000;4.000;2.604;0.000;2.604;0.000;0.000;4291.000;3.0028;44.873;69.500;6.000;3.000;0.378;0.000;0.085;0.293;0.000;0.000
36;0.5825;1.7800;1.1844;1.3946;0.8176;1.8247;1.9348;2.9641;105.074;129.384;17.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;4.0618;99.021;132.334;11.000;0.000;0.000;0.000;0.000;0.000;19596.000;134.000;4.1052;99.324;132.993;11.000;4.000;1.098;0.000;1.098;0.000;0.000;4101.000;3.6063;99.648;129.225;9.000;5.000;0.523;0.000;0.218;0.305;0.000;0.000
37;1.0844;1.9638;1.0081;0.9199;1.4854;1.2214;0.6602;3.0017;44.514;69.132;8.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;4.0530;42.955;76.195;4.000;0.000;0.000;0.000;0.000;0.000;25044.000;0.000;3.0219;44.383;69.167;8.000;4.000;0.292;0.000;0.292;0.000;0.000;0.000;3.0219;44.383;69.167;8.000;4.000;0.292;0.000;0.292;0.000;0.000;0.000
38;1.0209;0.5115;1.6833;1.0606;0.5331;1.8347;1.9984;2.9671;110.356;134.690;19.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;4.2022;107.570;142.034;14.000;0.000;0.000;0.000;0.000;0.000;31370.000;8106.000;4.2022;107.570;142.034;14.000;0.000;0.000;0.000;0.000;0.000;31370.000;8106.000;2.9931;109.909;134.457;13.000;7.000;0.503;0.000;0.192;0.312;0.000;0.000
39;1.3895;0.9092;1.1351;0.5071;0.5811;0.7911;0.8843;2.8576;52.827;76.264;10.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;4.3069;50.676;85.999;4.000;0.000;0.000;0.000;0.000;0.000;26834.000;0.000;4.3069;50.676;85.999;4.000;0.000;0.000;0.000;0.000;0.000;26834.000;0.000;3.0037;51.763;76.398;9.000;6.000;0.691;0.000;0.691;0.000;0.000;0.000
40;1.4259;0.6335;0.5873;1.3149;1.7125;1.6927;1.3985;2.9608;80.505;104.787;13.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;4.1920;78.629;113.010;8.000;0.000;0.000;0.000;0.000;0.000;17726.000;7598.000;3.0789;79.845;105.096;12.000;4.000;0.557;0.000;0.557;0.000;0.000;1673.000;3.0042;79.931;104.570;11.000;5.000;0.948;0.000;0.513;0.434;0.000;0.000
41;1.9550;1.0311;1.4630;0.8915;0.8159;1.7674;0.9084;2.9337;62.802;86.862;13.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;4.2035;58.345;92.819;10.000;0.000;0.000;0.000;0.000;0.000;37518.000;1673.000;4.2035;58.345;92.819;10.000;0.000;0.000;0.000;0.000;0.000;37518.000;1673.000;3.1110;61.590;87.105;11.000;9.000;0.928;0.000;0.810;0.117;0.000;0.000
42;1.4073;0.9959;0.5842;0.5962;1.0141;1.3336;1.3996;3.0326;77.909;102.780;13.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;3.6414;76.751;106.615;8.000;0.000;0.000;0.000;0.000;0.000;14605.000;0.000;3.2673;77.241;104.038;11.000;4.000;0.557;0.000;0.557;0.000;0.000;2220.000;3.0608;77.372;102.475;12.000;5.000;0.858;0.000;0.557;0.301;0.000;0.000
43;0.7963;0.5064;1.0473;0.6503;0.7793;1.0965;0.8607;2.9477;52.013;76.189;9.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;3.4157;49.916;77.930;7.000;0.000;0.000;0.000;0.000;0.000;26033.000;0.000;3.0802;51.082;76.344;4.000;4.000;0.849;0.000;0.849;0.000;0.000;0.000;3.0804;51.163;76.426;8.000;4.000;0.024;0.000;0.024;0.000;0.000;0.000
44;0.9447;0.5362;0.6444;1.6064;1.0166;1.7055;1.6410;2.9452;90.664;114.819;14.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;3.9324;87.137;119.389;11.000;0.000;0.000;0.000;0.000;0.000;13837.000;3524.000;3.4094;87.631;115.593;12.000;4.000;1.531;0.000;1.531;0.000;0.000;3496.000;3.2095;87.938;114.261;10.000;3.000;0.346;0.000;0.008;0.337;276.000;0.000
45;0.6535;0.8701;1.0364;0.5724;0.5628;1.6054;1.5729;2.9589;86.901;111.168;14.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;3.6107;84.049;113.662;11.000;0.000;0.000;0.000;0.000;0.000;11413.000;6734.000;3.8955;84.432;116.381;11.000;4.000;1.192;0.000;1.192;0.000;0.000;8486.000;3.1672;84.933;110.908;9.000;5.000;0.449;0.000;0.438;0.011;0.000;0.000
46;0.8506;1.3316;1.0252;1.4096;0.7740;0.9646;1.7242;2.9176;89.830;113.758;15.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;3.4446;86.484;114.735;8.000;0.000;0.000;0.000;0.000;0.000;3784.000;0.000;3.2604;86.545;113.284;11.000;4.000;0.772;0.000;0.772;0.000;0.000;0.000;3.2604;86.545;113.284;11.000;4.000;0.772;0.000;0.772;0.000;0.000;0.000
47;1.5511;0.7684;1.6977;0.8690;1.2877;1.3407;0.8726;2.9673;57.984;82.320;13.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;3.8669;54.919;86.633;9.000;0.000;0.000;0.000;0.000;0.000;30608.000;0.000;3.8669;54.919;86.633;9.000;0.000;0.000;0.000;0.000;0.000;30608.000;0.000;3.1115;56.952;82.470;12.000;9.000;1.453;0.000;1.262;0.191;0.000;0.000
48;1.5737;0.9531;1.8939;1.8320;1.7417;1.7614;0.6131;2.9457;49.711;73.871;11.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;3.8210;45.789;77.126;10.000;0.000;0.000;0.000;0.000;0.000;40759.000;1188.000;3.8210;45.789;77.126;10.000;0.000;0.000;0.000;0.000;0.000;40759.000;1188.000;2.9968;49.478;74.056;10.000;8.000;0.648;0.000;0.648;0.000;0.000;142.000
49;1.2283;1.3969;1.0407;1.0413;0.6611;0.6248;1.4807;2.8071;77.971;100.993;14.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;3.0102;76.479;101.168;11.000;0.000;0.000;0.000;0.000;0.000;5709.000;0.000;3.0102;76.479;101.168;11.000;0.000;0.000;0.000;0.000;0.000;5709.000;0.000;2.9315;76.478;100.521;12.000;6.000;1.380;0.000;1.380;0.000;0.000;0.000
50;0.6152;1.3721;0.5564;0.8855;0.5169;1.2490;0.7505;3.0086;46.272;70.946;7.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;3.3139;45.121;72.300;6.000;0.000;0.000;0.000;0.000;0.000;9870.000;0.000;3.1380;45.384;71.120;8.000;4.000;2.344;0.000;2.344;0.000;0.000;0.000;3.1644;45.531;71.484;5.000;2.000;0.129;0.000;0.129;0.000;0.000;158.000
51;0.9562;0.7438;1.0221;1.2443;0.6302;1.4683;1.4794;2.9631;82.801;107.103;14.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;3.7873;80.419;111.481;9.000;0.000;0.000;0.000;0.000;0.000;18681.000;3658.000;3.2248;81.149;107.597;12.000;4.000;0.560;0.000;0.560;0.000;0.000;4790.000;3.0920;81.415;106.774;11.000;5.000;0.782;0.000;0.560;0.222;0.000;0.000
52;1.8459;0.8476;1.6774;0.5693;1.9832;0.6710;0.8396;2.8097;52.787;75.831;12.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;3.9125;49.681;81.770;9.000;0.000;0.000;0.000;0.000;0.000;44912.000;0.000;3.9125;49.681;81.770;9.000;0.000;0.000;0.000;0.000;0.000;44912.000;0.000;2.9203;52.017;75.967;11.000;8.000;0.482;0.000;0.482;0.000;0.000;0.000
53;0.5692;1.5914;0.9807;1.8984;0.6110;1.7215;0.8231;2.9441;53.944;78.090;9.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;3.7131;51.431;81.883;7.000;0.000;0.000;0.000;0.000;0.000;23237.000;8489.000;3.4148;52.973;80.979;5.000;4.000;1.600;0.000;1.600;0.000;0.000;5781.000;3.0174;53.388;78.135;8.000;4.000;0.269;0.000;0.084;0.185;0.000;0.000
54;0.6938;1.2434;0.5214;1.0359;0.9641;0.5348;0.9128;2.7903;48.897;71.782;7.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;3.6642;47.404;77.456;4.000;0.000;0.000;0.000;0.000;0.000;15871.000;0.000;2.9402;47.580;71.695;4.000;4.000;2.254;0.000;2.254;0.000;0.000;0.000;2.9659;47.749;72.074;6.000;2.000;0.036;0.000;0.036;0.000;0.000;0.000
